5
ps_partkey|ps_suppkey|ps_supplycost|q9_annot1|q9_annot2|
98|849|811.55|1|812|
99|100|438.38|1|438|
99|350|496.93|1|497|
99|600|365.83|1|366|
99|850|843.88|1|844|
100|101|490.61|1|491|
100|351|196.73|1|197|
100|601|929.57|1|930|
100|851|22.00|1|22|
101|102|305.40|1|305|
101|352|218.71|1|219|
101|602|786.53|1|787|
101|852|612.09|1|612|
102|103|876.75|1|877|
102|353|332.71|1|333|
102|603|618.00|1|618|
102|853|231.02|1|231|
103|104|905.88|1|906|
103|354|414.42|1|414|
103|604|361.48|1|361|
103|854|605.20|1|605|
104|105|946.39|1|946|
104|355|15.57|1|16|
104|605|213.89|1|214|
104|855|729.38|1|729|
105|106|27.75|1|28|
105|356|158.62|1|159|
105|606|810.86|1|811|
105|856|904.17|1|904|
106|107|732.15|1|732|
106|357|779.68|1|780|
106|607|310.40|1|310|
106|857|281.98|1|282|
107|108|168.03|1|168|
107|358|91.31|1|91|
107|608|372.94|1|373|
107|858|474.77|1|475|
108|109|558.85|1|559|
108|359|241.47|1|241|
108|609|626.89|1|627|
108|859|922.27|1|922|
109|110|275.19|1|275|
109|360|992.21|1|992|
109|610|936.60|1|937|
109|860|374.49|1|374|
110|111|566.46|1|566|
110|361|183.47|1|183|
110|611|932.08|1|932|
110|861|196.63|1|197|
111|112|321.97|1|322|
111|362|978.65|1|979|
111|612|745.33|1|745|
111|862|496.08|1|496|
112|113|111.42|1|111|
112|363|783.52|1|784|
112|613|913.75|1|914|
112|863|815.88|1|816|
113|114|396.26|1|396|
113|364|860.68|1|861|
113|614|981.41|1|981|
113|864|141.48|1|141|
114|115|447.24|1|447|
114|365|555.12|1|555|
114|615|382.87|1|383|
114|865|570.79|1|571|
115|116|82.84|1|83|
115|366|867.45|1|867|
115|616|861.93|1|862|
115|866|81.52|1|82|
116|117|705.50|1|706|
116|367|413.86|1|414|
116|617|866.56|1|867|
116|867|37.30|1|37|
117|118|706.51|1|707|
117|368|322.08|1|322|
117|618|761.86|1|762|
117|868|552.88|1|553|
118|119|744.73|1|745|
118|369|325.61|1|326|
118|619|283.27|1|283|
118|869|976.55|1|977|
119|120|473.64|1|474|
119|370|676.92|1|677|
119|620|488.93|1|489|
119|870|782.47|1|782|
120|121|201.21|1|201|
120|371|365.79|1|366|
120|621|249.61|1|250|
120|871|566.34|1|566|
121|122|147.45|1|147|
121|372|850.42|1|850|
121|622|449.39|1|449|
121|872|655.22|1|655|
122|123|451.29|1|451|
122|373|637.28|1|637|
122|623|650.84|1|651|
122|873|739.25|1|739|
123|124|107.03|1|107|
123|374|818.19|1|818|
123|624|217.01|1|217|
123|874|149.65|1|150|
124|125|901.98|1|902|
124|375|908.64|1|909|
124|625|882.54|1|883|
124|875|822.78|1|823|
125|126|358.45|1|358|
125|376|668.65|1|669|
125|626|455.70|1|456|
125|876|806.66|1|807|
126|127|221.89|1|222|
126|377|194.38|1|194|
126|627|451.61|1|452|
126|877|929.43|1|929|
127|128|712.33|1|712|
127|378|237.98|1|238|
127|628|3.14|1|3|
127|878|73.42|1|73|
128|129|425.29|1|425|
128|379|224.49|1|224|
128|629|947.16|1|947|
128|879|875.78|1|876|
129|130|129.69|1|130|
129|380|200.26|1|200|
129|630|330.59|1|331|
129|880|27.22|1|27|
130|131|223.38|1|223|
130|381|275.58|1|276|
130|631|442.81|1|443|
130|881|883.99|1|884|
131|132|211.70|1|212|
131|382|861.84|1|862|
131|632|572.43|1|572|
131|882|613.09|1|613|
132|133|687.29|1|687|
132|383|925.73|1|926|
132|633|357.06|1|357|
132|883|353.06|1|353|
133|134|49.17|1|49|
133|384|478.18|1|478|
133|634|57.48|1|57|
133|884|277.26|1|277|
134|135|848.14|1|848|
134|385|102.99|1|103|
134|635|927.45|1|927|
134|885|388.28|1|388|
135|136|465.82|1|466|
135|386|9.83|1|10|
135|636|698.42|1|698|
135|886|306.43|1|306|
136|137|548.19|1|548|
136|387|806.19|1|806|
136|637|387.57|1|388|
136|887|525.81|1|526|
137|138|302.26|1|302|
137|388|441.11|1|441|
137|638|371.85|1|372|
137|888|187.31|1|187|
138|139|576.96|1|577|
138|389|885.35|1|885|
138|639|119.83|1|120|
138|889|309.03|1|309|
139|140|285.75|1|286|
139|390|684.61|1|685|
139|640|972.23|1|972|
139|890|690.00|1|690|
140|141|501.05|1|501|
140|391|781.45|1|781|
140|641|45.84|1|46|
140|891|429.52|1|430|
141|142|293.63|1|294|
141|392|139.18|1|139|
141|642|838.08|1|838|
141|892|810.68|1|811|
142|143|897.49|1|897|
142|393|334.33|1|334|
142|643|860.55|1|861|
142|893|854.08|1|854|
143|144|960.64|1|961|
143|394|741.01|1|741|
143|644|772.24|1|772|
143|894|199.37|1|199|
144|145|457.37|1|457|
144|395|849.96|1|850|
144|645|713.88|1|714|
144|895|361.83|1|362|
145|146|641.67|1|642|
145|396|568.91|1|569|
145|646|422.60|1|423|
145|896|894.57|1|895|
146|147|231.15|1|231|
146|397|123.91|1|124|
146|647|858.59|1|859|
146|897|882.37|1|882|
147|148|939.14|1|939|
147|398|102.19|1|102|
147|648|466.37|1|466|
147|898|235.91|1|236|
148|149|177.40|1|177|
148|399|774.56|1|775|
148|649|264.09|1|264|
148|899|250.98|1|251|
149|150|679.10|1|679|
149|400|201.03|1|201|
149|650|266.53|1|267|
149|900|312.37|1|312|
150|151|524.71|1|525|
150|401|814.79|1|815|
150|651|33.71|1|34|
150|901|327.34|1|327|
151|152|281.90|1|282|
151|402|840.06|1|840|
151|652|71.68|1|72|
151|902|244.06|1|244|
152|153|164.60|1|165|
152|403|432.12|1|432|
152|653|77.38|1|77|
152|903|142.73|1|143|
153|154|539.86|1|540|
153|404|680.14|1|680|
153|654|685.52|1|686|
153|904|285.92|1|286|
154|155|474.19|1|474|
154|405|829.29|1|829|
154|655|960.19|1|960|
154|905|160.31|1|160|
155|156|222.02|1|222|
155|406|413.24|1|413|
155|656|413.02|1|413|
155|906|751.45|1|751|
156|157|453.69|1|454|
156|407|994.19|1|994|
156|657|252.66|1|253|
156|907|9.87|1|10|
157|158|369.44|1|369|
157|408|568.46|1|568|
157|658|901.53|1|902|
157|908|288.41|1|288|
158|159|408.72|1|409|
158|409|452.31|1|452|
158|659|837.16|1|837|
158|909|431.90|1|432|
159|160|356.66|1|357|
159|410|629.29|1|629|
159|660|171.40|1|171|
159|910|790.87|1|791|
160|161|525.73|1|526|
160|411|999.93|1|1000|
160|661|733.59|1|734|
160|911|872.20|1|872|
161|162|790.03|1|790|
161|412|394.05|1|394|
161|662|688.47|1|688|
161|912|893.72|1|894|
162|163|923.04|1|923|
162|413|104.20|1|104|
162|663|236.07|1|236|
162|913|824.36|1|824|
163|164|955.81|1|956|
163|414|499.51|1|500|
163|664|920.75|1|921|
163|914|573.48|1|573|
164|165|341.95|1|342|
164|415|84.02|1|84|
164|665|814.67|1|815|
164|915|64.89|1|65|
165|166|943.82|1|944|
165|416|717.83|1|718|
165|666|730.28|1|730|
165|916|210.84|1|211|
166|167|309.00|1|309|
166|417|714.49|1|714|
166|667|581.52|1|582|
166|917|631.58|1|632|
167|168|666.70|1|667|
167|418|524.27|1|524|
167|668|336.75|1|337|
167|918|704.97|1|705|
168|169|394.83|1|395|
168|419|771.90|1|772|
168|669|508.37|1|508|
168|919|963.43|1|963|
169|170|619.53|1|620|
169|420|947.03|1|947|
169|670|713.35|1|713|
169|920|476.19|1|476|
170|171|581.65|1|582|
170|421|667.16|1|667|
170|671|251.19|1|251|
170|921|202.07|1|202|
171|172|859.60|1|860|
171|422|864.96|1|865|
171|672|22.69|1|23|
171|922|935.29|1|935|
172|173|184.96|1|185|
172|423|920.74|1|921|
172|673|437.86|1|438|
172|923|687.13|1|687|
173|174|353.84|1|354|
173|424|70.22|1|70|
173|674|683.78|1|684|
173|924|877.84|1|878|
174|175|681.95|1|682|
174|425|143.48|1|143|
174|675|135.46|1|135|
174|925|126.20|1|126|
175|176|487.68|1|488|
175|426|784.93|1|785|
175|676|706.61|1|707|
175|926|978.56|1|979|
176|177|179.09|1|179|
176|427|157.38|1|157|
176|677|947.51|1|948|
176|927|861.63|1|862|
177|178|44.75|1|45|
177|428|63.36|1|63|
177|678|252.42|1|252|
177|928|859.82|1|860|
178|179|558.56|1|559|
178|429|362.26|1|362|
178|679|864.93|1|865|
178|929|475.18|1|475|
179|180|444.38|1|444|
179|430|372.75|1|373|
179|680|277.15|1|277|
179|930|8.39|1|8|
180|181|440.25|1|440|
180|431|934.59|1|935|
180|681|426.16|1|426|
180|931|864.83|1|865|
181|182|844.44|1|844|
181|432|886.53|1|887|
181|682|938.29|1|938|
181|932|657.25|1|657|
182|183|535.27|1|535|
182|433|519.36|1|519|
182|683|741.46|1|741|
182|933|365.00|1|365|
183|184|875.44|1|875|
183|434|424.86|1|425|
183|684|884.26|1|884|
183|934|678.16|1|678|
184|185|449.45|1|449|
184|435|576.88|1|577|
184|685|551.90|1|552|
184|935|186.84|1|187|
185|186|538.58|1|539|
185|436|213.04|1|213|
185|686|426.74|1|427|
185|936|510.23|1|510|
186|187|252.84|1|253|
186|437|18.75|1|19|
186|687|729.42|1|729|
186|937|812.37|1|812|
187|188|238.66|1|239|
187|438|316.64|1|317|
187|688|362.75|1|363|
187|938|989.71|1|990|
188|189|771.95|1|772|
188|439|331.70|1|332|
188|689|713.62|1|714|
188|939|920.20|1|920|
189|190|392.50|1|393|
189|440|573.22|1|573|
189|690|946.07|1|946|
189|940|593.23|1|593|
190|191|621.53|1|622|
190|441|608.91|1|609|
190|691|396.60|1|397|
190|941|458.00|1|458|
191|192|521.06|1|521|
191|442|464.46|1|464|
191|692|126.96|1|127|
191|942|119.41|1|119|
192|193|198.69|1|199|
192|443|916.16|1|916|
192|693|359.59|1|360|
192|943|861.23|1|861|
193|194|335.98|1|336|
193|444|606.19|1|606|
193|694|571.71|1|572|
193|944|478.52|1|479|
194|195|662.17|1|662|
194|445|430.21|1|430|
194|695|913.46|1|913|
194|945|79.40|1|79|
195|196|20.39|1|20|
195|446|271.39|1|271|
195|696|102.58|1|103|
195|946|992.27|1|992|
196|197|859.90|1|860|
196|447|966.01|1|966|
196|697|37.61|1|38|
196|947|928.25|1|928|
197|198|753.88|1|754|
197|448|279.05|1|279|
197|698|845.51|1|846|
197|948|897.33|1|897|
198|199|587.41|1|587|
198|449|673.99|1|674|
198|699|166.93|1|167|
198|949|697.10|1|697|
199|200|79.70|1|80|
199|450|46.52|1|47|
199|700|890.63|1|891|
199|950|884.56|1|885|
200|201|776.41|1|776|
200|451|242.52|1|243|
200|701|307.79|1|308|
200|951|466.07|1|466|
201|202|280.98|1|281|
201|452|340.49|1|340|
201|702|534.11|1|534|
201|952|947.59|1|948|
202|203|247.44|1|247|
202|453|180.81|1|181|
202|703|160.45|1|160|
202|953|656.17|1|656|
203|204|399.16|1|399|
203|454|582.85|1|583|
203|704|882.46|1|882|
203|954|489.27|1|489|
204|205|504.61|1|505|
204|455|609.26|1|609|
204|705|172.65|1|173|
204|955|819.14|1|819|
205|206|226.71|1|227|
205|456|427.25|1|427|
205|706|217.01|1|217|
205|956|123.08|1|123|
206|207|936.54|1|937|
206|457|362.30|1|362|
206|707|389.88|1|390|
206|957|480.04|1|480|
207|208|335.16|1|335|
207|458|810.91|1|811|
207|708|673.18|1|673|
207|958|557.72|1|558|
208|209|135.51|1|136|
208|459|54.46|1|54|
208|709|474.75|1|475|
208|959|309.80|1|310|
209|210|236.77|1|237|
209|460|575.01|1|575|
209|710|81.80|1|82|
209|960|507.38|1|507|
210|211|267.01|1|267|
210|461|377.95|1|378|
210|711|817.36|1|817|
210|961|259.05|1|259|
211|212|475.68|1|476|
211|462|856.97|1|857|
211|712|707.01|1|707|
211|962|751.41|1|751|
212|213|718.90|1|719|
212|463|778.38|1|778|
212|713|426.19|1|426|
212|963|318.74|1|319|
213|214|565.71|1|566|
213|464|591.93|1|592|
213|714|623.44|1|623|
213|964|797.64|1|798|
214|215|403.15|1|403|
214|465|719.69|1|720|
214|715|17.50|1|18|
214|965|646.92|1|647|
215|216|765.63|1|766|
215|466|932.70|1|933|
215|716|636.10|1|636|
215|966|838.57|1|839|
216|217|142.97|1|143|
216|467|502.55|1|503|
216|717|25.22|1|25|
216|967|528.02|1|528|
217|218|479.17|1|479|
217|468|714.36|1|714|
217|718|463.83|1|464|
217|968|637.64|1|638|
218|219|622.16|1|622|
218|469|257.48|1|257|
218|719|55.36|1|55|
218|969|568.24|1|568|
219|220|168.95|1|169|
219|470|658.50|1|659|
219|720|580.18|1|580|
219|970|1.43|1|1|
220|221|341.13|1|341|
220|471|396.71|1|397|
220|721|322.05|1|322|
220|971|297.83|1|298|
221|222|916.33|1|916|
221|472|324.88|1|325|
221|722|898.37|1|898|
221|972|80.70|1|81|
222|223|967.81|1|968|
222|473|422.77|1|423|
222|723|734.78|1|735|
222|973|926.10|1|926|
223|224|693.87|1|694|
223|474|735.88|1|736|
223|724|523.37|1|523|
223|974|287.24|1|287|
224|225|745.97|1|746|
224|475|252.76|1|253|
224|725|673.82|1|674|
224|975|404.64|1|405|
225|226|775.45|1|775|
225|476|116.17|1|116|
225|726|617.35|1|617|
225|976|276.11|1|276|
226|227|465.81|1|466|
226|477|931.43|1|931|
226|727|343.14|1|343|
226|977|58.38|1|58|
227|228|453.33|1|453|
227|478|877.71|1|878|
227|728|472.58|1|473|
227|978|736.86|1|737|
228|229|862.15|1|862|
228|479|727.11|1|727|
228|729|976.89|1|977|
228|979|133.30|1|133|
229|230|835.21|1|835|
229|480|497.84|1|498|
229|730|820.67|1|821|
229|980|984.71|1|985|
230|231|723.71|1|724|
230|481|634.61|1|635|
230|731|752.70|1|753|
230|981|491.83|1|492|
231|232|695.86|1|696|
231|482|253.34|1|253|
231|732|308.95|1|309|
231|982|971.24|1|971|
232|233|42.14|1|42|
232|483|240.70|1|241|
232|733|716.37|1|716|
232|983|266.84|1|267|
233|234|446.29|1|446|
233|484|524.51|1|525|
233|734|372.96|1|373|
233|984|767.62|1|768|
234|235|438.37|1|438|
234|485|194.46|1|194|
234|735|826.04|1|826|
234|985|252.58|1|253|
235|236|610.14|1|610|
235|486|96.25|1|96|
235|736|493.88|1|494|
235|986|100.94|1|101|
236|237|423.71|1|424|
236|487|636.84|1|637|
236|737|192.44|1|192|
236|987|834.00|1|834|
237|238|255.01|1|255|
237|488|438.19|1|438|
237|738|196.32|1|196|
237|988|67.83|1|68|
238|239|454.34|1|454|
238|489|999.92|1|1000|
238|739|556.95|1|557|
238|989|171.18|1|171|
239|240|155.22|1|155|
239|490|570.10|1|570|
239|740|411.32|1|411|
239|990|168.50|1|169|
240|241|91.89|1|92|
240|491|192.43|1|192|
240|741|571.34|1|571|
240|991|243.03|1|243|
241|242|876.95|1|877|
241|492|844.49|1|844|
241|742|751.81|1|752|
241|992|520.41|1|520|
242|243|536.50|1|537|
242|493|97.24|1|97|
242|743|208.39|1|208|
242|993|147.39|1|147|
243|244|817.56|1|818|
243|494|618.10|1|618|
243|744|886.99|1|887|
243|994|641.29|1|641|
244|245|148.84|1|149|
244|495|293.62|1|294|
244|745|978.74|1|979|
244|995|257.00|1|257|
245|246|995.56|1|996|
245|496|187.40|1|187|
245|746|79.54|1|80|
245|996|407.35|1|407|
246|247|426.60|1|427|
246|497|194.36|1|194|
246|747|170.68|1|171|
246|997|645.45|1|645|
247|248|58.15|1|58|
247|498|479.85|1|480|
247|748|143.39|1|143|
247|998|650.32|1|650|
248|249|65.54|1|66|
248|499|935.64|1|936|
248|749|148.79|1|149|
248|999|425.78|1|426|
249|250|516.17|1|516|
249|500|50.74|1|51|
249|750|914.16|1|914|
249|1000|815.94|1|816|
250|1|281.06|1|281|
250|251|293.30|1|293|
250|501|617.59|1|618|
250|751|374.36|1|374|
251|2|183.19|1|183|
251|252|703.47|1|703|
251|502|154.11|1|154|
251|752|883.57|1|884|
252|3|275.23|1|275|
252|253|168.05|1|168|
252|503|412.54|1|413|
252|753|734.15|1|734|
253|4|797.50|1|798|
253|254|658.08|1|658|
253|504|515.91|1|516|
253|754|783.87|1|784|
254|5|940.29|1|940|
254|255|111.11|1|111|
254|505|564.77|1|565|
254|755|729.13|1|729|
255|6|720.85|1|721|
255|256|307.78|1|308|
255|506|225.64|1|226|
255|756|362.37|1|362|
256|7|511.49|1|511|
256|257|583.85|1|584|
256|507|822.40|1|822|
256|757|33.72|1|34|
257|8|510.53|1|511|
257|258|391.32|1|391|
257|508|612.44|1|612|
257|758|657.66|1|658|
258|9|610.52|1|611|
258|259|310.17|1|310|
258|509|473.92|1|474|
258|759|377.76|1|378|
259|10|12.99|1|13|
259|260|361.81|1|362|
259|510|304.94|1|305|
259|760|499.52|1|500|
260|11|741.18|1|741|
260|261|750.83|1|751|
260|511|11.99|1|12|
260|761|988.81|1|989|
261|12|798.56|1|799|
261|262|537.09|1|537|
261|512|2.47|1|2|
261|762|747.91|1|748|
262|13|777.88|1|778|
262|263|11.82|1|12|
262|513|161.89|1|162|
262|763|822.86|1|823|
263|14|321.23|1|321|
263|264|123.18|1|123|
263|514|617.49|1|617|
263|764|655.09|1|655|
264|15|986.71|1|987|
264|265|550.65|1|551|
264|515|239.05|1|239|
264|765|887.54|1|888|
265|16|327.52|1|328|
265|266|288.42|1|288|
265|516|565.98|1|566|
265|766|72.22|1|72|
266|17|379.56|1|380|
266|267|262.17|1|262|
266|517|903.57|1|904|
266|767|555.47|1|555|
267|18|111.49|1|111|
267|268|796.91|1|797|
267|518|214.65|1|215|
267|768|478.66|1|479|
268|19|962.07|1|962|
268|269|893.67|1|894|
