5
ps_partkey|ps_suppkey|ps_supplycost|q9_annot1|q9_annot2|
163|80|573.48|1|573|
163|164|955.81|1|956|
163|246|499.51|1|500|
163|328|920.75|1|921|
164|81|64.89|1|65|
164|165|341.95|1|342|
164|247|84.02|1|84|
164|329|814.67|1|815|
165|82|210.84|1|211|
165|166|943.82|1|944|
165|248|717.83|1|718|
165|330|730.28|1|730|
166|1|581.52|1|582|
166|83|631.58|1|632|
166|167|309.00|1|309|
166|249|714.49|1|714|
167|2|336.75|1|337|
167|84|704.97|1|705|
167|168|666.70|1|667|
167|250|524.27|1|524|
168|3|508.37|1|508|
168|85|963.43|1|963|
168|169|394.83|1|395|
168|251|771.90|1|772|
169|4|713.35|1|713|
169|86|476.19|1|476|
169|170|619.53|1|620|
169|252|947.03|1|947|
170|5|251.19|1|251|
170|87|202.07|1|202|
170|171|581.65|1|582|
170|253|667.16|1|667|
171|6|22.69|1|23|
171|88|935.29|1|935|
171|172|859.60|1|860|
171|254|864.96|1|865|
172|7|437.86|1|438|
172|89|687.13|1|687|
172|173|184.96|1|185|
172|255|920.74|1|921|
173|8|683.78|1|684|
173|90|877.84|1|878|
173|174|353.84|1|354|
173|256|70.22|1|70|
174|9|135.46|1|135|
174|91|126.20|1|126|
174|175|681.95|1|682|
174|257|143.48|1|143|
175|10|706.61|1|707|
175|92|978.56|1|979|
175|176|487.68|1|488|
175|258|784.93|1|785|
176|11|947.51|1|948|
176|93|861.63|1|862|
176|177|179.09|1|179|
176|259|157.38|1|157|
177|12|252.42|1|252|
177|94|859.82|1|860|
177|178|44.75|1|45|
177|260|63.36|1|63|
178|13|864.93|1|865|
178|95|475.18|1|475|
178|179|558.56|1|559|
178|261|362.26|1|362|
179|14|277.15|1|277|
179|96|8.39|1|8|
179|180|444.38|1|444|
179|262|372.75|1|373|
180|15|426.16|1|426|
180|97|864.83|1|865|
180|181|440.25|1|440|
180|263|934.59|1|935|
181|16|938.29|1|938|
181|98|657.25|1|657|
181|182|844.44|1|844|
181|264|886.53|1|887|
182|17|741.46|1|741|
182|99|365.00|1|365|
182|183|535.27|1|535|
182|265|519.36|1|519|
183|18|884.26|1|884|
183|100|678.16|1|678|
183|184|875.44|1|875|
183|266|424.86|1|425|
184|19|551.90|1|552|
184|101|186.84|1|187|
184|185|449.45|1|449|
184|267|576.88|1|577|
185|20|426.74|1|427|
185|102|510.23|1|510|
185|186|538.58|1|539|
185|268|213.04|1|213|
186|21|729.42|1|729|
186|103|812.37|1|812|
186|187|252.84|1|253|
186|269|18.75|1|19|
187|22|362.75|1|363|
187|104|989.71|1|990|
187|188|238.66|1|239|
187|270|316.64|1|317|
188|23|713.62|1|714|
188|105|920.20|1|920|
188|189|771.95|1|772|
188|271|331.70|1|332|
189|24|946.07|1|946|
189|106|593.23|1|593|
189|190|392.50|1|393|
189|272|573.22|1|573|
190|25|396.60|1|397|
190|107|458.00|1|458|
190|191|621.53|1|622|
190|273|608.91|1|609|
191|26|126.96|1|127|
191|108|119.41|1|119|
191|192|521.06|1|521|
191|274|464.46|1|464|
192|27|359.59|1|360|
192|109|861.23|1|861|
192|193|198.69|1|199|
192|275|916.16|1|916|
193|28|571.71|1|572|
193|110|478.52|1|479|
193|194|335.98|1|336|
193|276|606.19|1|606|
194|29|913.46|1|913|
194|111|79.40|1|79|
194|195|662.17|1|662|
194|277|430.21|1|430|
195|30|102.58|1|103|
195|112|992.27|1|992|
195|196|20.39|1|20|
195|278|271.39|1|271|
196|31|37.61|1|38|
196|113|928.25|1|928|
196|197|859.90|1|860|
196|279|966.01|1|966|
197|32|845.51|1|846|
197|114|897.33|1|897|
197|198|753.88|1|754|
197|280|279.05|1|279|
198|33|166.93|1|167|
198|115|697.10|1|697|
198|199|587.41|1|587|
198|281|673.99|1|674|
199|34|890.63|1|891|
199|116|884.56|1|885|
199|200|79.70|1|80|
199|282|46.52|1|47|
200|35|307.79|1|308|
200|117|466.07|1|466|
200|201|776.41|1|776|
200|283|242.52|1|243|
201|36|534.11|1|534|
201|118|947.59|1|948|
201|202|280.98|1|281|
201|284|340.49|1|340|
202|37|160.45|1|160|
202|119|656.17|1|656|
202|203|247.44|1|247|
202|285|180.81|1|181|
203|38|882.46|1|882|
203|120|489.27|1|489|
203|204|399.16|1|399|
203|286|582.85|1|583|
204|39|172.65|1|173|
204|121|819.14|1|819|
204|205|504.61|1|505|
204|287|609.26|1|609|
205|40|217.01|1|217|
205|122|123.08|1|123|
205|206|226.71|1|227|
205|288|427.25|1|427|
206|41|389.88|1|390|
206|123|480.04|1|480|
206|207|936.54|1|937|
206|289|362.30|1|362|
207|42|673.18|1|673|
207|124|557.72|1|558|
207|208|335.16|1|335|
207|290|810.91|1|811|
208|43|474.75|1|475|
208|125|309.80|1|310|
208|209|135.51|1|136|
208|291|54.46|1|54|
209|44|81.80|1|82|
209|126|507.38|1|507|
209|210|236.77|1|237|
209|292|575.01|1|575|
210|45|817.36|1|817|
210|127|259.05|1|259|
210|211|267.01|1|267|
210|293|377.95|1|378|
211|46|707.01|1|707|
211|128|751.41|1|751|
211|212|475.68|1|476|
211|294|856.97|1|857|
212|47|426.19|1|426|
212|129|318.74|1|319|
212|213|718.90|1|719|
212|295|778.38|1|778|
213|48|623.44|1|623|
213|130|797.64|1|798|
213|214|565.71|1|566|
213|296|591.93|1|592|
214|49|17.50|1|18|
214|131|646.92|1|647|
214|215|403.15|1|403|
214|297|719.69|1|720|
215|50|636.10|1|636|
215|132|838.57|1|839|
215|216|765.63|1|766|
215|298|932.70|1|933|
216|51|25.22|1|25|
216|133|528.02|1|528|
216|217|142.97|1|143|
216|299|502.55|1|503|
217|52|463.83|1|464|
217|134|637.64|1|638|
217|218|479.17|1|479|
217|300|714.36|1|714|
218|53|55.36|1|55|
218|135|568.24|1|568|
218|219|622.16|1|622|
218|301|257.48|1|257|
219|54|580.18|1|580|
219|136|1.43|1|1|
219|220|168.95|1|169|
219|302|658.50|1|659|
220|55|322.05|1|322|
220|137|297.83|1|298|
220|221|341.13|1|341|
220|303|396.71|1|397|
221|56|898.37|1|898|
221|138|80.70|1|81|
221|222|916.33|1|916|
221|304|324.88|1|325|
222|57|734.78|1|735|
222|139|926.10|1|926|
222|223|967.81|1|968|
222|305|422.77|1|423|
223|58|523.37|1|523|
223|140|287.24|1|287|
223|224|693.87|1|694|
223|306|735.88|1|736|
224|59|673.82|1|674|
224|141|404.64|1|405|
224|225|745.97|1|746|
224|307|252.76|1|253|
225|60|617.35|1|617|
225|142|276.11|1|276|
225|226|775.45|1|775|
225|308|116.17|1|116|
226|61|343.14|1|343|
226|143|58.38|1|58|
226|227|465.81|1|466|
226|309|931.43|1|931|
227|62|472.58|1|473|
227|144|736.86|1|737|
227|228|453.33|1|453|
227|310|877.71|1|878|
228|63|976.89|1|977|
228|145|133.30|1|133|
228|229|862.15|1|862|
228|311|727.11|1|727|
229|64|820.67|1|821|
229|146|984.71|1|985|
229|230|835.21|1|835|
229|312|497.84|1|498|
230|65|752.70|1|753|
230|147|491.83|1|492|
230|231|723.71|1|724|
230|313|634.61|1|635|
231|66|308.95|1|309|
231|148|971.24|1|971|
231|232|695.86|1|696|
231|314|253.34|1|253|
232|67|716.37|1|716|
232|149|266.84|1|267|
232|233|42.14|1|42|
232|315|240.70|1|241|
233|68|372.96|1|373|
233|150|767.62|1|768|
233|234|446.29|1|446|
233|316|524.51|1|525|
234|69|826.04|1|826|
234|151|252.58|1|253|
234|235|438.37|1|438|
234|317|194.46|1|194|
235|70|493.88|1|494|
235|152|100.94|1|101|
235|236|610.14|1|610|
235|318|96.25|1|96|
236|71|192.44|1|192|
236|153|834.00|1|834|
236|237|423.71|1|424|
236|319|636.84|1|637|
237|72|196.32|1|196|
237|154|67.83|1|68|
237|238|255.01|1|255|
237|320|438.19|1|438|
238|73|556.95|1|557|
238|155|171.18|1|171|
238|239|454.34|1|454|
238|321|999.92|1|1000|
239|74|411.32|1|411|
239|156|168.50|1|169|
239|240|155.22|1|155|
239|322|570.10|1|570|
240|75|571.34|1|571|
240|157|243.03|1|243|
240|241|91.89|1|92|
240|323|192.43|1|192|
241|76|751.81|1|752|
241|158|520.41|1|520|
241|242|876.95|1|877|
241|324|844.49|1|844|
242|77|208.39|1|208|
242|159|147.39|1|147|
242|243|536.50|1|537|
242|325|97.24|1|97|
243|78|886.99|1|887|
243|160|641.29|1|641|
243|244|817.56|1|818|
243|326|618.10|1|618|
244|79|978.74|1|979|
244|161|257.00|1|257|
244|245|148.84|1|149|
244|327|293.62|1|294|
245|80|79.54|1|80|
245|162|407.35|1|407|
245|246|995.56|1|996|
245|328|187.40|1|187|
246|81|170.68|1|171|
246|163|645.45|1|645|
246|247|426.60|1|427|
246|329|194.36|1|194|
247|82|143.39|1|143|
247|164|650.32|1|650|
247|248|58.15|1|58|
247|330|479.85|1|480|
248|1|935.64|1|936|
248|83|148.79|1|149|
248|165|425.78|1|426|
248|249|65.54|1|66|
249|2|50.74|1|51|
249|84|914.16|1|914|
249|166|815.94|1|816|
249|250|516.17|1|516|
250|3|617.59|1|618|
250|85|374.36|1|374|
250|167|281.06|1|281|
250|251|293.30|1|293|
251|4|154.11|1|154|
251|86|883.57|1|884|
251|168|183.19|1|183|
251|252|703.47|1|703|
252|5|412.54|1|413|
252|87|734.15|1|734|
252|169|275.23|1|275|
252|253|168.05|1|168|
253|6|515.91|1|516|
253|88|783.87|1|784|
253|170|797.50|1|798|
253|254|658.08|1|658|
254|7|564.77|1|565|
254|89|729.13|1|729|
254|171|940.29|1|940|
254|255|111.11|1|111|
255|8|225.64|1|226|
255|90|362.37|1|362|
255|172|720.85|1|721|
255|256|307.78|1|308|
256|9|822.40|1|822|
256|91|33.72|1|34|
256|173|511.49|1|511|
256|257|583.85|1|584|
257|10|612.44|1|612|
257|92|657.66|1|658|
257|174|510.53|1|511|
257|258|391.32|1|391|
258|11|473.92|1|474|
258|93|377.76|1|378|
258|175|610.52|1|611|
258|259|310.17|1|310|
259|12|304.94|1|305|
259|94|499.52|1|500|
259|176|12.99|1|13|
259|260|361.81|1|362|
260|13|11.99|1|12|
260|95|988.81|1|989|
260|177|741.18|1|741|
260|261|750.83|1|751|
261|14|2.47|1|2|
261|96|747.91|1|748|
261|178|798.56|1|799|
261|262|537.09|1|537|
262|15|161.89|1|162|
262|97|822.86|1|823|
262|179|777.88|1|778|
262|263|11.82|1|12|
263|16|617.49|1|617|
263|98|655.09|1|655|
263|180|321.23|1|321|
263|264|123.18|1|123|
264|17|239.05|1|239|
264|99|887.54|1|888|
264|181|986.71|1|987|
264|265|550.65|1|551|
265|18|565.98|1|566|
265|100|72.22|1|72|
265|182|327.52|1|328|
265|266|288.42|1|288|
266|19|903.57|1|904|
266|101|555.47|1|555|
266|183|379.56|1|380|
266|267|262.17|1|262|
267|20|214.65|1|215|
267|102|478.66|1|479|
267|184|111.49|1|111|
267|268|796.91|1|797|
268|21|995.83|1|996|
268|103|742.57|1|743|
